Timestamp,Time,latitude,longitude,fix_status
2024-11-12 20:12:42,231240.00,-33.449002166666666,-70.5953755,Valid fix
2024-11-12 20:12:47,231245.00,-33.44902283333333,-70.59545233333333,Valid fix
2024-11-12 20:12:52,231250.00,-33.44902316666666,-70.5955335,Valid fix
2024-11-12 20:12:57,231255.00,-33.44905966666666,-70.59563116666666,Valid fix
2024-11-12 20:13:02,231300.00,-33.44908933333333,-70.59571683333333,Valid fix
2024-11-12 20:13:07,231305.00,-33.449119,-70.59578033333334,Valid fix
2024-11-12 20:13:12,231310.00,-33.44911966666667,-70.595833,Valid fix
2024-11-12 20:13:17,231315.00,-33.449121166666664,-70.59585183333333,Valid fix
2024-11-12 20:13:22,231320.00,-33.44912633333333,-70.59589883333334,Valid fix
2024-11-12 20:13:27,231325.00,-33.44911716666667,-70.59597033333333,Valid fix
2024-11-12 20:13:32,231330.00,-33.44910316666667,-70.59603133333333,Valid fix
2024-11-12 20:13:37,231335.00,-33.44912716666666,-70.59610116666667,Valid fix
2024-11-12 20:13:42,231340.00,-33.4491335,-70.596182,Valid fix
2024-11-12 20:13:47,231345.00,-33.449153333333335,-70.59627616666667,Valid fix
2024-11-12 20:13:52,231350.00,-33.449165666666666,-70.5963685,Valid fix
2024-11-12 20:13:57,231355.00,-33.449177666666664,-70.59645033333334,Valid fix
2024-11-12 20:14:02,231400.00,-33.44916716666667,-70.59649483333334,Valid fix
2024-11-12 20:14:07,231405.00,-33.4491505,-70.59653366666667,Valid fix
2024-11-12 20:14:12,231410.00,-33.44917066666667,-70.59659483333333,Valid fix
2024-11-12 20:14:17,231415.00,-33.44915966666667,-70.59666483333334,Valid fix
2024-11-12 20:14:23,231420.00,-33.449202,-70.59677266666667,Valid fix
2024-11-12 20:14:28,231425.00,-33.44920783333333,-70.59687666666667,Valid fix
2024-11-12 20:14:33,231431.00,-33.44920883333333,-70.59699183333333,Valid fix
2024-11-12 20:14:38,231436.00,-33.449186,-70.59708716666667,Valid fix
2024-11-12 20:14:43,231441.00,-33.44919683333333,-70.597162,Valid fix
2024-11-12 20:14:48,231446.00,-33.44920066666667,-70.59726133333334,Valid fix
2024-11-12 20:14:53,231451.00,-33.449235,-70.5973545,Valid fix
2024-11-12 20:14:58,231456.00,-33.449278,-70.597451,Valid fix
2024-11-12 20:15:03,231501.00,-33.449315166666665,-70.59757533333334,Valid fix
2024-11-12 20:15:08,231506.00,-33.44932416666666,-70.59766466666666,Valid fix
2024-11-12 20:15:13,231511.00,-33.449282833333335,-70.59769766666666,Valid fix
2024-11-12 20:15:18,231516.00,-33.449249333333334,-70.5977345,Valid fix
2024-11-12 20:15:23,231521.00,-33.449225,-70.5978005,Valid fix
2024-11-12 20:15:28,231526.00,-33.449217166666664,-70.597862,Valid fix
2024-11-12 20:15:33,231531.00,-33.449185166666666,-70.59793833333333,Valid fix
2024-11-12 20:15:38,231536.00,-33.44914,-70.59800916666667,Valid fix
2024-11-12 20:15:43,231541.00,-33.449102833333335,-70.5980815,Valid fix
2024-11-12 20:15:48,231546.00,-33.44908683333333,-70.5981405,Valid fix
2024-11-12 20:15:53,231551.00,-33.449041,-70.59821033333333,Valid fix
2024-11-12 20:15:58,231556.00,-33.4489655,-70.59825266666667,Valid fix
